Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2012941201502,312530,679830,-3.404219,56.003451,94,3,2,1,14/09/2012,6,15:00:00,925,S12000015,3,90,3,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941201508,335530,700080,-3.04037,56.189009,94,2,2,3,16/09/2012,1,13:30:00,925,S12000015,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,
2012941201522,308890,686840,-3.464952,56.065735,94,3,2,1,17/09/2012,2,18:45:00,925,S12000015,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
2012941201528,334730,700510,-3.053363,56.192762,94,3,2,1,19/09/2012,4,02:18:00,925,S12000015,3,916,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,
2012941201532,348810,715700,-2.829449,56.330947,94,3,2,1,31/07/2012,3,17:00:00,925,S12000015,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,2,2,
2012941201539,309590,683290,-3.452514,56.033982,94,3,2,1,18/09/2012,3,07:25:00,925,S12000015,6,0,6,30,0,-1,-1,0,0,0,1,8,1,0,0,1,2,
2012941201545,337490,701170,-3.009051,56.199062,94,3,2,2,21/09/2012,6,17:20:00,925,S12000015,4,933,3,30,2,4,6,0,0,1,1,1,1,0,0,1,1,
2012941201552,316510,691840,-3.344165,56.112038,94,2,1,1,16/09/2012,1,00:10:00,925,S12000015,3,909,6,30,3,4,5,0,0,4,4,1,1,0,0,1,1,
2012941201553,322260,697720,-3.253443,56.165827,94,2,2,3,22/09/2012,7,12:20:00,925,S12000015,4,921,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941201555,293270,690910,-3.717344,56.099055,94,3,2,1,23/09/2012,1,12:45:00,925,S12000015,3,907,1,60,1,4,6,0,0,0,1,1,1,0,0,2,1,
2012941201566,326890,689900,-3.176756,56.096315,94,3,1,2,25/09/2012,3,13:00:00,925,S12000015,4,9157,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
2012941201570,341930,703030,-2.93791,56.216334,94,3,1,1,25/09/2012,3,22:10:00,925,S12000015,3,915,6,60,3,4,6,0,0,0,4,5,2,0,0,2,1,
2012941201574,347460,718220,-2.851784,56.353437,94,1,2,1,26/09/2012,4,14:35:00,925,S12000015,3,91,6,60,8,4,6,0,0,0,1,1,1,0,0,2,1,
2012941201576,312580,680660,-3.403688,56.010915,94,3,2,1,26/09/2012,4,16:55:00,925,S12000015,3,90,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
2012941201583,334940,701940,-3.050331,56.205637,94,3,3,2,27/09/2012,5,15:30:00,925,S12000015,3,916,6,30,9,4,6,0,0,0,1,1,1,0,0,2,1,
2012941201587,328730,699340,-3.149714,56.181391,94,3,2,1,07/09/2012,6,12:00:00,925,S12000015,4,921,3,60,1,4,3,92,0,0,1,1,1,0,0,1,2,
2012941201590,349370,715420,-2.82034,56.328492,94,2,2,1,28/09/2012,6,17:45:00,925,S12000015,6,0,6,30,0,-1,-1,0,0,0,1,8,1,0,0,1,1,
2012941201591,316470,691960,-3.344845,56.113109,94,2,1,1,29/09/2012,7,16:25:00,925,S12000015,3,909,6,30,9,2,6,0,0,4,1,1,1,0,0,1,1,
2012941201597,351870,703020,-2.777652,56.217356,94,2,2,1,29/09/2012,7,13:45:00,925,S12000015,4,942,6,60,3,4,5,0,0,0,1,1,1,0,0,2,1,
2012941201602,318890,709460,-3.311291,56.270716,94,3,2,1,02/10/2012,3,08:30:00,925,S12000015,3,91,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941201608,329720,701480,-3.134336,56.200762,94,2,3,1,11/09/2012,3,15:00:00,925,S12000015,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
2012941201614,335550,699740,-3.039965,56.185957,94,3,2,1,04/10/2012,5,16:25:00,925,S12000015,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,
2012941201615,342110,726070,-2.94008,56.423329,94,3,3,1,04/10/2012,5,19:55:00,925,S12000015,3,92,6,60,8,4,6,0,0,0,6,1,1,0,0,2,1,
2012941201618,328940,701120,-3.146809,56.197412,94,2,1,1,04/10/2012,5,13:00:00,925,S12000015,3,911,6,60,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
2012941201620,327030,699600,-3.177166,56.183469,94,2,1,1,04/10/2012,5,16:05:00,925,S12000015,6,0,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
2012941201621,327170,692350,-3.172925,56.118366,94,3,1,1,05/10/2012,6,14:10:00,925,S12000015,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
2012941201627,309140,687710,-3.461233,56.073597,94,3,2,2,05/10/2012,6,23:00:00,925,S12000015,3,823,6,30,6,2,6,0,2,4,4,1,1,0,0,1,1,
2012941201629,301090,688050,-3.590628,56.075053,94,3,1,2,05/10/2012,6,18:23:00,925,S12000015,5,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941201637,329150,694980,-3.141787,56.142289,94,3,2,1,07/08/2012,3,16:25:00,925,S12000015,6,0,6,30,0,-1,-1,0,0,0,1,8,1,0,0,1,1,
2012941201641,312330,682380,-3.408258,56.026319,94,3,1,1,07/10/2012,1,01:43:00,925,S12000015,3,90,3,70,0,-1,-1,0,0,0,6,1,1,0,0,1,1,
2012941201643,350350,715460,-2.804501,56.328955,94,3,1,1,07/10/2012,1,13:30:00,925,S12000015,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
2012941201647,338350,701350,-2.995235,56.200791,94,3,2,1,09/10/2012,3,13:45:00,925,S12000015,3,955,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
2012941201650,324950,701060,-3.211081,56.19626,94,3,2,1,10/10/2012,4,07:50:00,925,S12000015,6,0,6,30,3,3,6,0,0,1,1,1,2,0,0,1,1,
2012941201655,349990,717110,-2.810636,56.34374,94,3,2,2,11/10/2012,5,17:50:00,925,S12000015,3,91,3,60,0,-1,-1,0,0,0,1,5,2,0,0,2,1,
2012941201656,327360,692770,-3.169985,56.122167,94,3,1,1,11/10/2012,5,18:40:00,925,S12000015,6,0,6,30,3,4,6,0,0,0,4,5,2,0,0,1,2,
2012941201660,329760,694390,-3.131817,56.137079,94,3,1,1,12/10/2012,6,09:30:00,925,S12000015,3,981,3,40,1,4,6,0,0,0,1,2,2,0,0,1,1,
2012941201669,336300,699840,-3.027907,56.186957,94,3,2,1,12/10/2012,6,20:30:00,925,S12000015,3,955,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,
2012941201674,328630,699710,-3.151424,56.1847,94,3,2,1,13/10/2012,7,14:50:00,925,S12000015,3,92,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
2012941201680,348370,717820,-2.836981,56.349944,94,3,2,3,15/10/2012,2,16:50:00,925,S12000015,3,91,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,
2012941201684,340970,724030,-2.958098,56.404862,94,3,4,1,16/10/2012,3,10:34:00,925,S12000015,3,92,6,60,3,4,4,946,0,0,1,1,2,0,0,2,1,
2012941201689,348190,701870,-2.836759,56.206637,94,3,2,1,16/10/2012,3,17:50:00,925,S12000015,4,941,6,60,9,4,6,0,0,0,1,1,2,0,0,2,1,
2012941201692,316460,692010,-3.345022,56.113556,94,3,1,1,15/10/2012,2,12:00:00,925,S12000015,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
2012941201696,360160,706470,-2.64451,56.249118,94,3,1,1,14/10/2012,1,15:25:00,925,S12000015,3,917,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941201700,309350,688010,-3.457963,56.076332,94,3,2,3,17/10/2012,4,20:40:00,925,S12000015,6,0,6,20,6,4,6,0,0,0,4,2,2,3,0,1,1,
2012941201704,324630,701530,-3.21637,56.200431,94,2,2,1,18/10/2012,5,05:40:00,925,S12000015,3,911,6,30,3,4,6,0,0,1,4,1,2,0,0,1,1,
2012941201719,321970,695280,-3.257396,56.143862,94,3,2,1,19/10/2012,6,19:30:00,925,S12000015,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,2,1,
2012941201724,329290,694130,-3.139309,56.134674,94,3,2,1,19/10/2012,6,14:20:00,925,S12000015,6,0,3,40,9,4,6,0,0,0,1,1,2,0,0,1,1,
2012941201737,329660,694350,-3.133415,56.136705,94,3,2,1,20/10/2012,7,14:15:00,925,S12000015,4,981,6,40,1,4,3,921,0,0,1,1,2,0,0,1,1,
2012941201749,293200,687590,-3.717141,56.069224,94,3,1,1,24/10/2012,4,11:40:00,925,S12000015,3,977,6,30,7,2,6,0,0,5,1,1,1,0,0,2,1,
2012941201754,353110,702070,-2.757491,56.208945,94,2,2,1,25/10/2012,5,17:00:00,925,S12000015,3,917,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941201769,313170,688520,-3.396777,56.081622,94,3,3,1,26/10/2012,6,15:10:00,925,S12000015,3,92,1,30,1,2,3,92,0,0,1,1,1,0,0,2,1,
2012941201775,349250,713840,-2.821975,56.314285,94,3,2,2,27/10/2012,7,20:10:00,925,S12000015,3,915,6,60,9,4,6,0,0,0,6,1,2,0,0,2,1,
2012941201776,310360,687850,-3.441688,56.075085,94,3,2,1,27/10/2012,7,19:10:00,925,S12000015,3,907,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
2012941201779,323520,685980,-3.22979,56.060575,94,2,1,1,27/10/2012,7,18:30:00,925,S12000015,6,0,6,30,9,4,6,0,0,0,4,2,2,0,2,2,1,
2012941201783,329770,694380,-3.131653,56.136991,94,3,2,2,21/10/2012,1,13:50:00,925,S12000015,3,915,6,30,1,4,3,921,0,0,1,1,1,0,0,1,2,
2012941201796,351140,703230,-2.789461,56.219168,94,3,1,1,29/10/2012,2,11:00:00,925,S12000015,4,942,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941201798,319210,692630,-3.300999,56.119599,94,3,2,1,29/10/2012,2,16:30:00,925,S12000015,3,92,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941201800,358850,712960,-2.666663,56.307312,94,3,1,1,30/10/2012,3,06:10:00,925,S12000015,3,917,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,
2012941201807,310160,687750,-3.444867,56.074149,94,3,2,1,30/10/2012,3,15:30:00,925,S12000015,3,907,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,
2012941201810,314260,685230,-3.378213,56.052267,94,3,2,1,31/10/2012,4,07:50:00,925,S12000015,4,916,6,40,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
2012941201817,326910,693650,-3.177463,56.130004,94,2,2,1,31/10/2012,4,15:45:00,925,S12000015,6,0,6,20,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
2012941201826,292180,689310,-3.734211,56.084442,94,2,2,1,02/11/2012,6,17:00:00,925,S12000015,3,876,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,
2012941201831,310210,687780,-3.444074,56.074428,94,3,2,2,31/10/2012,4,16:55:00,925,S12000015,3,907,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
2012941201834,350150,715430,-2.807729,56.328664,94,3,1,1,03/11/2012,7,14:20:00,925,S12000015,6,0,6,30,9,2,6,0,2,4,1,1,1,0,0,1,2,
2012941201837,328470,705690,-3.155616,56.238393,94,3,2,3,02/11/2012,6,13:18:00,925,S12000015,3,92,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
2012941201840,322250,698060,-3.253703,56.168879,94,3,1,2,03/11/2012,7,16:00:00,925,S12000015,4,921,6,60,8,4,6,0,0,0,1,1,1,0,0,2,1,
2012941201843,332560,700780,-3.088393,56.194885,94,3,2,1,04/11/2012,1,13:00:00,925,S12000015,3,911,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,
2012941201845,310180,686320,-3.444065,56.061309,94,2,1,1,04/11/2012,1,17:45:00,925,S12000015,4,916,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
2012941201848,313000,684680,-3.398259,56.0471,94,3,2,1,05/11/2012,2,08:00:00,925,S12000015,1,90,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
2012941201856,337830,714680,-3.006753,56.320468,94,3,1,1,06/11/2012,3,08:10:00,925,S12000015,4,940,6,30,3,4,3,91,0,0,1,2,2,0,0,2,1,
2012941201865,328100,693680,-3.15833,56.130454,94,3,2,1,05/11/2012,2,12:30:00,925,S12000015,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
2012941201872,327140,693870,-3.173823,56.132015,94,3,2,1,05/11/2012,2,12:00:00,925,S12000015,4,981,1,30,1,4,6,0,0,0,1,1,1,0,0,2,2,
2012941201874,337590,713870,-3.010441,56.313161,94,3,1,1,08/11/2012,5,08:30:00,925,S12000015,3,914,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941201875,337260,722140,-3.017751,56.387406,94,3,2,1,08/11/2012,5,12:30:00,925,S12000015,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941201876,327640,689990,-3.164727,56.097238,94,3,2,1,08/11/2012,5,08:00:00,925,S12000015,4,9157,6,30,1,4,6,0,0,0,1,1,1,0,0,1,1,
2012941201885,327620,693780,-3.166078,56.13128,94,2,1,1,09/11/2012,6,12:06:00,925,S12000015,4,981,6,40,0,-1,-1,0,0,1,1,1,1,0,2,2,1,
2012941201902,319210,687890,-3.299563,56.077022,94,2,2,3,11/11/2012,1,14:24:00,925,S12000015,4,9157,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
2012941201910,322580,693900,-3.247179,56.131566,94,3,2,2,12/11/2012,2,21:19:00,925,S12000015,3,92,3,70,0,-1,-1,0,0,0,6,2,2,0,0,2,1,
2012941201911,309360,691360,-3.458939,56.106423,94,2,1,3,12/11/2012,2,21:00:00,925,S12000015,4,915,6,60,0,-1,-1,0,0,0,6,8,4,0,0,2,1,
2012941201920,313430,692430,-3.393869,56.116789,94,3,1,1,12/11/2012,2,11:25:00,925,S12000015,1,90,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
2012941201923,327710,701020,-3.1666,56.196328,94,3,1,1,15/11/2012,5,17:40:00,925,S12000015,6,0,6,30,0,-1,-1,0,0,4,4,1,2,0,0,1,1,
2012941201928,330030,710750,-3.131794,56.284078,94,3,2,1,16/11/2012,6,18:15:00,925,S12000015,3,92,6,60,3,4,6,0,0,0,4,2,2,0,0,2,1,
2012941201937,323640,716360,-3.236612,56.333482,94,2,1,1,11/11/2012,1,12:45:00,925,S12000015,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,
2012941201939,324720,707950,-3.216746,56.258113,94,3,2,1,17/11/2012,7,07:20:00,925,S12000015,3,912,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,
2012941201949,344210,705110,-2.901591,56.235293,94,3,1,1,18/11/2012,1,01:20:00,925,S12000015,3,915,6,60,0,-1,-1,0,0,0,6,1,4,0,7,2,1,
2012941201954,334520,699370,-3.056465,56.182493,94,3,2,1,19/11/2012,2,07:50:00,925,S12000015,3,915,6,60,3,4,4,930,0,0,4,5,2,0,0,1,1,
2012941201957,309510,686910,-3.455021,56.066482,94,3,2,1,19/11/2012,2,07:30:00,925,S12000015,3,823,1,30,1,4,4,9156,0,0,4,9,2,0,0,1,2,
2012941201960,344730,722010,-2.896754,56.387172,94,2,2,1,18/11/2012,1,10:30:00,925,S12000015,3,919,6,60,0,-1,-1,0,0,0,1,8,2,0,0,2,2,
2012941201964,309760,686360,-3.450821,56.061589,94,3,2,1,20/11/2012,3,13:40:00,925,S12000015,6,0,9,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
2012941201974,327850,691440,-3.161745,56.110295,94,3,2,1,22/11/2012,5,17:40:00,925,S12000015,6,0,6,20,9,4,6,0,0,0,4,2,2,0,0,1,2,
2012941201977,338450,700710,-2.993474,56.195055,94,3,1,1,24/11/2012,7,21:45:00,925,S12000015,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
2012941201987,326350,706820,-3.190126,56.248219,94,3,1,1,27/11/2012,3,08:30:00,925,S12000015,3,912,6,60,0,-1,-1,0,0,0,1,8,4,0,0,2,1,
2012941201992,328920,694050,-3.145239,56.133901,94,1,1,2,27/11/2012,3,18:35:00,925,S12000015,4,981,3,40,0,-1,-1,0,0,4,4,1,2,0,0,1,1,
2012941201995,335050,700500,-3.048205,56.192716,94,3,2,1,28/11/2012,4,08:40:00,925,S12000015,3,915,6,60,1,4,3,911,0,0,1,1,4,0,0,2,1,
2012941201997,302330,686740,-3.570237,56.063542,94,3,2,1,28/11/2012,4,09:00:00,925,S12000015,3,895,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941202021,350490,716760,-2.802482,56.340648,94,3,1,1,01/12/2012,7,17:39:00,925,S12000015,6,0,6,30,3,4,6,0,0,0,1,1,4,0,0,1,1,
2012941202023,354590,708510,-2.734741,56.266944,94,3,2,2,01/12/2012,7,19:20:00,925,S12000015,4,9131,6,60,3,4,4,940,0,0,6,8,2,0,0,2,1,
2012941202028,326040,693960,-3.191542,56.132654,94,2,1,1,30/11/2012,6,08:55:00,925,S12000015,6,0,6,20,3,4,6,0,0,0,1,1,2,0,0,1,1,
2012941202038,310450,682380,-3.438413,56.025971,94,3,2,1,04/12/2012,3,16:55:00,925,S12000015,6,0,6,20,1,4,6,0,0,0,4,2,2,0,0,1,1,
2012941202044,322630,693910,-3.246378,56.131664,94,3,1,1,05/12/2012,4,03:46:00,925,S12000015,3,92,3,70,0,-1,-1,0,0,0,6,1,4,0,0,2,1,
2012941202049,327870,691550,-3.161453,56.111286,94,3,1,1,04/12/2012,3,14:30:00,925,S12000015,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
2012941202057,337260,701450,-3.012824,56.201547,94,3,2,1,07/12/2012,6,07:55:00,925,S12000015,4,933,6,40,3,4,6,0,0,5,1,2,4,0,0,1,1,
2012941202062,328400,708950,-3.157629,56.267666,94,2,1,1,08/12/2012,7,09:35:00,925,S12000015,5,0,6,60,3,4,6,0,0,0,1,1,4,0,0,2,1,
2012941202066,330110,701030,-3.127933,56.196777,94,2,6,2,07/12/2012,6,16:30:00,925,S12000015,3,911,6,60,3,4,4,9130,0,0,6,1,2,0,0,2,1,
2012941202072,356420,703570,-2.704383,56.222736,94,3,1,1,08/12/2012,7,11:15:00,925,S12000015,3,917,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
2012941202076,324540,690910,-3.214806,56.105022,94,2,2,4,09/12/2012,1,19:30:00,925,S12000015,4,923,6,50,0,-1,-1,0,0,0,6,1,1,0,0,2,1,
2012941202082,328460,692050,-3.152102,56.115866,94,2,2,3,10/12/2012,2,17:05:00,925,S12000015,3,921,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,
2012941202083,324930,694530,-3.209558,56.137601,94,3,2,1,10/12/2012,2,18:20:00,925,S12000015,4,981,1,40,1,4,6,0,0,0,4,1,2,0,0,2,1,
2012941202090,329060,693310,-3.14279,56.127274,94,3,1,1,01/12/2012,7,15:10:00,925,S12000015,6,0,6,30,3,4,6,0,0,0,1,1,4,0,0,1,1,
2012941202096,334540,700660,-3.056461,56.194084,94,3,1,1,13/12/2012,5,15:10:00,925,S12000015,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941202099,327150,702110,-3.175923,56.206034,94,3,2,1,14/12/2012,6,08:50:00,925,S12000015,6,0,1,30,1,4,6,0,0,0,1,2,2,0,0,1,1,
2012941202109,312550,680140,-3.403999,56.006239,94,3,2,1,28/09/2012,6,14:20:00,925,S12000015,3,90,3,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
2012941202110,331310,696580,-3.107446,56.156978,94,3,2,1,16/12/2012,1,17:25:00,925,S12000015,3,915,6,60,3,4,6,0,0,0,6,1,2,0,0,2,1,
2012941202114,330380,711910,-3.126449,56.294549,94,3,2,1,17/12/2012,2,09:00:00,925,S12000015,3,92,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
2012941202122,346530,715630,-2.866304,56.330066,94,2,3,2,17/12/2012,2,16:55:00,925,S12000015,4,939,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,
2012941202124,311680,688180,-3.420598,56.078295,94,3,2,1,18/12/2012,3,08:00:00,925,S12000015,6,0,6,30,3,2,6,0,0,5,1,2,2,0,0,1,1,
2012941202130,338240,701610,-2.997068,56.203113,94,2,1,1,18/12/2012,3,17:00:00,925,S12000015,3,955,1,30,1,4,6,0,0,0,4,1,1,0,0,1,1,
2012941202134,328550,703400,-3.153708,56.217834,94,2,2,1,18/12/2012,3,19:48:00,925,S12000015,3,92,6,50,3,4,4,969,0,0,4,1,2,0,0,2,1,
2012941202135,324950,710220,-3.21368,56.27854,94,2,2,1,19/12/2012,4,18:10:00,925,S12000015,4,936,6,20,0,-1,-1,0,0,0,4,2,2,0,0,2,1,
2012941202137,329290,694130,-3.139309,56.134674,94,2,2,1,20/12/2012,5,13:10:00,925,S12000015,4,981,3,40,3,4,6,0,0,0,1,2,2,0,0,1,1,
2012941202142,331890,697060,-3.098234,56.161373,94,3,3,2,20/12/2012,5,16:15:00,925,S12000015,3,915,6,60,0,-1,-1,0,0,0,6,5,2,0,0,2,1,
2012941202145,327870,692070,-3.161594,56.115957,94,3,1,1,20/12/2012,5,17:00:00,925,S12000015,6,0,6,30,6,4,6,0,0,4,4,2,2,0,0,1,1,
2012941202148,334510,699360,-3.056624,56.182402,94,3,2,1,21/12/2012,6,10:00:00,925,S12000015,3,915,6,60,3,4,4,930,0,0,1,2,2,0,0,1,1,
2012941202154,326920,700820,-3.179274,56.194411,94,3,1,1,20/12/2012,5,18:00:00,925,S12000015,6,0,1,30,1,4,6,0,0,0,4,2,2,0,0,1,1,
2012941202159,328150,692340,-3.157164,56.118424,94,3,2,1,21/12/2012,6,15:00:00,925,S12000015,6,0,6,30,6,2,6,0,0,5,1,1,2,0,0,1,1,
2012941202163,350520,716700,-2.801986,56.340112,94,3,2,1,22/12/2012,7,10:00:00,925,S12000015,3,915,1,30,2,4,6,0,0,0,1,2,2,0,0,1,1,
2012941202165,336720,699160,-3.020979,56.180904,94,2,1,1,23/12/2012,1,01:00:00,925,S12000015,4,931,6,30,0,-1,-1,0,0,0,4,2,2,0,6,1,1,
2012941202166,310700,685460,-3.43543,56.053682,94,2,1,1,14/12/2012,6,15:30:00,925,S12000015,3,823,3,40,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
2012941202170,338220,700960,-2.997239,56.197271,94,3,1,1,24/12/2012,2,00:30:00,925,S12000015,6,0,6,30,3,4,6,0,0,1,4,1,2,0,0,1,1,
2012941202176,310600,687950,-3.437867,56.076028,94,3,2,1,23/12/2012,1,16:20:00,925,S12000015,3,907,6,30,9,4,6,0,0,0,4,2,2,0,0,1,2,
2012941202178,310250,685960,-3.44282,56.058089,94,3,3,1,24/12/2012,2,14:10:00,925,S12000015,4,980,3,40,1,4,6,0,0,0,1,1,2,0,0,1,1,
2012941202184,321610,693430,-3.262643,56.127186,94,2,3,3,24/12/2012,2,20:30:00,925,S12000015,3,92,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,
2012941202187,319670,709800,-3.298803,56.273902,94,2,2,2,27/12/2012,5,14:10:00,925,S12000015,3,91,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
2012941202188,358330,705330,-2.67386,56.238719,94,2,2,1,27/12/2012,5,18:10:00,925,S12000015,3,917,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,
2012941202194,329710,694400,-3.132624,56.137162,94,3,2,1,27/12/2012,5,15:15:00,925,S12000015,3,92,1,70,1,4,4,9130,0,0,1,1,2,0,0,1,1,
2012941202196,301240,686410,-3.587614,56.060354,94,3,2,1,27/12/2012,5,21:40:00,925,S12000015,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,2,1,
2012941202197,321480,697170,-3.265838,56.160759,94,3,1,2,24/12/2012,2,03:00:00,925,S12000015,4,9097,6,60,0,-1,-1,0,0,0,6,1,2,0,7,2,1,
2012941202200,344960,718890,-2.892374,56.359171,94,3,2,2,28/12/2012,6,16:45:00,925,S12000015,3,91,6,30,0,-1,-1,0,0,0,4,2,2,0,0,2,1,
2012941202210,310940,685050,-3.431441,56.050044,94,3,1,1,30/12/2012,1,16:30:00,925,S12000015,3,823,3,50,1,4,6,0,0,0,1,1,2,0,0,2,1,
2012941202212,327240,701220,-3.174228,56.198053,94,3,2,1,31/12/2012,2,14:30:00,925,S12000015,3,911,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,
2012950000001,314360,676710,-3.373889,55.975756,95,2,1,1,01/01/2012,1,02:00:00,923,S12000036,6,0,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,
2012950000010,332630,671340,-3.079847,55.930431,95,3,2,1,31/12/2012,2,19:15:00,921,S12000010,3,1,3,50,0,-1,-1,0,0,0,6,1,2,0,0,2,1,
2012950000016,322870,676760,-3.237574,55.97765,95,3,2,1,01/01/2012,1,18:30:00,923,S12000036,5,0,6,30,0,-1,-1,0,0,0,4,7,2,0,0,1,1,
2012950000017,322590,670360,-3.240221,55.920114,95,3,2,2,01/01/2012,1,17:30:00,923,S12000036,5,0,6,30,6,2,6,0,0,5,4,1,2,0,0,1,1,
2012950000018,323600,659560,-3.221015,55.82326,95,3,2,1,01/01/2012,1,01:52:00,929,S12000019,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,
2012950000022,320170,670110,-3.278859,55.917473,95,3,2,1,31/12/2012,2,20:40:00,923,S12000036,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,
2012950000023,331550,667910,-3.09626,55.899465,95,3,3,1,31/12/2012,2,18:00:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,
2012950000026,324410,664940,-3.20959,55.871716,95,3,1,1,02/01/2012,2,11:45:00,929,S12000019,3,702,6,60,0,-1,-1,0,0,0,1,4,2,0,0,2,1,
2012950000027,326540,667070,-3.176136,55.89118,95,3,2,1,02/01/2012,2,11:54:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
2012950000031,330790,639330,-3.10115,55.642607,95,2,1,3,28/12/2012,6,15:35:00,914,S12000026,3,72,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,
2012950000032,359890,647550,-2.640063,55.719739,95,1,1,2,01/01/2012,1,19:00:00,914,S12000026,3,697,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,
2012950000033,326500,672680,-3.178303,55.941569,95,3,2,1,02/01/2012,2,18:40:00,923,S12000036,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,
2012950000034,318920,669960,-3.298809,55.915916,95,3,1,1,03/01/2012,3,04:25:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
