Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201291NE00710,268310,870250,-4.211488,57.702788,91,3,3,1,17/01/2012,3,08:00:00,927,S12000017,3,9,6,60,7,4,6,0,0,0,6,8,4,0,0,2,1,
201291NE00997,277130,875020,-4.066036,57.748104,91,3,2,3,23/01/2012,2,10:20:00,927,S12000017,5,0,6,60,0,-1,-1,0,0,0,1,1,4,0,0,2,1,
201291NE01205,292970,908470,-3.815143,58.052465,91,3,1,1,28/01/2012,7,02:10:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,
201291NE03107,270850,868590,-4.16801,57.688625,91,3,2,1,07/03/2012,4,16:50:00,927,S12000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE03292,273570,870710,-4.123534,57.708427,91,3,1,4,11/03/2012,1,21:12:00,927,S12000017,4,817,6,30,3,4,6,0,0,0,6,1,1,5,2,2,1,
201291NE03555,254720,859090,-4.432599,57.598447,91,2,1,1,16/03/2012,6,19:05:00,927,S12000017,6,0,6,30,0,-1,-1,0,0,4,4,1,1,0,0,2,1,
201291NE03776,266490,868980,-4.241298,57.690852,91,3,2,1,21/03/2012,4,19:16:00,927,S12000017,3,9,6,60,3,4,6,0,0,0,6,2,1,0,0,2,1,
201291NE03798,252830,850170,-4.458788,57.517784,91,3,1,1,22/03/2012,5,15:27:00,927,S12000017,3,862,6,30,7,4,3,832,0,0,1,1,1,0,0,2,1,
201291NE04014,270450,868670,-4.174757,57.689228,91,3,2,1,26/03/2012,2,16:30:00,927,S12000017,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,2,1,
201291NE04196,264570,850960,-4.263398,57.528539,91,3,1,1,30/03/2012,6,03:30:00,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,6,4,1,0,0,2,2,
201291NE04401,262950,867560,-4.29982,57.677042,91,2,2,5,03/04/2012,3,09:43:00,927,S12000017,3,9,6,60,3,4,4,9,0,0,1,3,3,0,0,2,1,
201291NE04525,265060,853660,-4.25672,57.55292,91,3,2,2,05/04/2012,5,23:45:00,927,S12000017,3,832,3,60,3,3,4,9161,0,0,6,1,1,0,0,2,1,
201291NE04983,185150,871910,-5.605902,57.68564,91,3,2,1,17/04/2012,3,07:30:00,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,
201291NE05745,241310,859020,-4.656678,57.593304,91,3,2,3,02/05/2012,4,21:00:00,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE06084,270370,864870,-4.174055,57.655096,91,3,1,1,10/05/2012,5,16:40:00,927,S12000017,4,9160,9,60,0,-1,-1,0,0,0,1,8,1,7,0,2,1,
201291NE06101,220900,860600,-4.998821,57.599843,91,3,2,3,11/05/2012,6,11:15:00,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE06136,267740,870030,-4.220924,57.700646,91,2,2,3,12/05/2012,7,10:51:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE06348,260210,852600,-4.337087,57.541933,91,2,2,3,17/05/2012,5,05:08:00,927,S12000017,3,9,6,60,1,4,6,0,0,0,1,2,2,0,0,2,1,
201291NE06351,265400,848090,-4.247963,57.503027,91,3,2,1,17/05/2012,5,09:07:00,927,S12000017,3,9,3,70,9,4,6,0,0,0,1,2,2,0,0,2,1,
201291NE06408,263180,849730,-4.285899,57.517081,91,3,6,2,18/05/2012,6,08:25:00,927,S12000017,4,9161,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201291NE06627,262920,849350,-4.290023,57.513592,91,2,2,1,22/05/2012,3,21:30:00,927,S12000017,3,9,3,70,5,4,3,9161,0,0,1,1,1,0,0,2,1,
201291NE06703,264470,873640,-4.27778,57.732072,91,2,2,1,23/05/2012,4,21:39:00,927,S12000017,4,9176,6,60,6,4,5,0,0,1,1,1,1,0,0,2,1,
201291NE07240,250340,854810,-4.50317,57.558607,91,3,1,1,03/06/2012,1,17:30:00,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE07314,257030,854990,-4.391568,57.562389,91,2,1,1,05/06/2012,3,14:54:00,927,S12000017,4,9169,6,60,0,-1,-1,0,0,0,1,9,1,0,0,2,1,
201291NE07329,266920,854240,-4.22598,57.558677,91,3,2,2,05/06/2012,3,14:00:00,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE07353,263880,870430,-4.285862,57.703083,91,3,2,1,06/06/2012,4,12:10:00,927,S12000017,4,9176,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE07441,266660,842580,-4.223944,57.453942,91,3,1,1,08/03/2012,5,23:35:00,927,S12000017,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201291NE08034,252190,856290,-4.473182,57.572498,91,3,2,3,21/06/2012,5,20:00:00,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201291NE08045,260300,852440,-4.335493,57.540525,91,3,2,1,22/06/2012,6,10:37:00,927,S12000017,3,9,1,60,1,4,3,835,0,0,1,2,2,0,0,2,1,
201291NE08285,258200,876690,-4.38478,57.757508,91,3,2,1,27/06/2012,4,09:00:00,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,
201291NE08361,273660,857620,-4.115176,57.590952,91,2,2,1,29/06/2012,6,14:39:00,927,S12000017,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,2,1,
201291NE08453,260200,852330,-4.337098,57.539506,91,3,1,2,01/07/2012,1,12:40:00,927,S12000017,3,832,6,60,1,4,6,0,0,0,1,1,1,0,0,2,1,
201291NE08536,211980,898950,-5.17793,57.940162,91,3,1,1,03/07/2012,3,16:10:00,927,S12000017,3,835,2,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE08962,253010,859270,-4.461291,57.599509,91,3,1,2,13/07/2012,6,17:30:00,927,S12000017,3,834,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
201291NE08993,264070,872760,-4.283993,57.724053,91,3,2,1,14/07/2012,7,15:20:00,927,S12000017,4,9176,6,60,5,4,4,836,0,0,1,1,1,0,0,2,1,
201291NE09007,252880,850700,-4.458274,57.522557,91,3,1,1,14/07/2012,7,21:57:00,927,S12000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,
201291NE09046,242050,859040,-4.644325,57.593743,91,3,1,1,15/07/2012,1,16:30:00,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE09093,267200,868950,-4.229381,57.690793,91,3,2,1,16/07/2012,2,17:20:00,927,S12000017,4,817,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE09154,264520,869050,-4.274355,57.690891,91,3,2,1,17/07/2012,3,22:10:00,927,S12000017,4,817,6,60,8,4,6,0,0,0,4,1,1,0,0,2,1,
201291NE09605,219520,880000,-5.03641,57.773308,91,3,1,1,27/07/2012,6,06:55:00,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE09662,265160,870940,-4.264687,57.708047,91,3,1,1,28/07/2012,7,13:55:00,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE10179,254600,859050,-4.434581,57.59805,91,3,3,1,08/08/2012,4,17:10:00,927,S12000017,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,2,1,
201291NE10300,263000,849200,-4.288604,57.51227,91,3,1,1,11/08/2012,7,04:20:00,927,S12000017,3,9,3,70,0,-1,-1,0,0,0,6,7,1,0,0,2,1,
201291NE10422,250360,853340,-4.501931,57.545422,91,3,2,3,13/08/2012,2,19:58:00,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE10801,208290,858180,-5.207568,57.57296,91,3,1,1,21/08/2012,3,04:00:00,927,S12000017,3,862,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,
201291NE10840,252680,850450,-4.461459,57.520248,91,2,1,1,21/08/2012,3,16:10:00,927,S12000017,3,862,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE11016,259920,859570,-4.34595,57.604399,91,3,2,2,25/08/2012,7,13:00:00,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE11117,184070,872100,-5.624148,57.686826,91,3,1,1,27/08/2012,2,23:45:00,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,
201291NE11232,187860,884400,-5.571576,57.798898,91,2,1,1,30/08/2012,5,15:45:00,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE11307,265760,868590,-4.253316,57.687134,91,3,3,3,01/09/2012,7,10:30:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE11566,264800,848560,-4.258228,57.507067,91,3,3,1,07/09/2012,6,17:35:00,927,S12000017,3,9,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE11768,254730,857550,-4.431509,57.58463,91,3,3,1,11/09/2012,3,18:00:00,927,S12000017,3,862,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201291NE11964,264280,871370,-4.279686,57.711641,91,2,3,2,15/09/2012,7,17:10:00,927,S12000017,4,9176,6,60,0,-1,-1,0,0,0,1,1,1,5,0,2,1,
201291NE12149,271660,869350,-4.154839,57.695678,91,3,2,1,19/09/2012,4,15:43:00,927,S12000017,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,2,1,
201291NE12291,254760,857560,-4.431013,57.584729,91,2,2,1,21/09/2012,6,15:30:00,927,S12000017,3,862,6,60,3,4,3,835,0,0,1,2,2,0,0,2,2,
201291NE12334,176690,873730,-5.74917,57.697835,91,3,2,1,22/09/2012,7,14:05:00,927,S12000017,4,8056,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE13895,236800,870360,-4.739697,57.693441,91,2,3,2,23/10/2012,3,15:40:00,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NE14132,266420,869090,-4.242532,57.691818,91,3,2,1,29/10/2012,2,09:45:00,927,S12000017,4,817,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,
201291NE14259,264630,869530,-4.272781,57.695232,91,3,1,1,01/11/2012,5,15:55:00,927,S12000017,6,0,6,30,3,4,6,0,0,8,1,1,1,0,0,2,1,
201291NE14436,260140,852840,-4.338393,57.544065,91,3,2,3,04/11/2012,1,16:40:00,927,S12000017,3,9,6,60,9,4,6,0,0,0,1,1,1,0,0,2,1,
201291NE14445,261710,852900,-4.31222,57.545087,91,3,2,1,04/11/2012,1,16:50:00,927,S12000017,3,832,6,60,3,4,6,0,0,0,6,2,2,0,0,2,1,
201291NE14457,218140,877000,-5.057301,57.745842,91,3,1,1,05/11/2012,2,08:18:00,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,8,4,0,0,2,1,
201291NE14591,270060,870910,-4.182503,57.709221,91,3,2,1,08/11/2012,5,13:50:00,927,S12000017,3,9,6,60,7,4,6,0,0,0,1,1,1,0,0,2,1,
201291NE15019,246660,855260,-4.564895,57.561412,91,3,1,2,18/11/2012,1,07:00:00,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,4,0,0,2,1,
201291NE15430,263100,868100,-4.297614,57.681934,91,3,1,1,27/11/2012,3,23:56:00,927,S12000017,4,817,6,60,3,4,4,9176,0,0,4,1,2,0,0,2,1,
201291NE16400,254660,859670,-4.43395,57.603633,91,3,1,1,20/12/2012,5,08:35:00,927,S12000017,6,0,6,20,0,-1,-1,0,1,0,4,2,2,0,0,2,1,
201291NE16472,218050,886200,-5.065805,57.828325,91,3,1,2,21/12/2012,6,15:02:00,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
201291NH00432,76730,850800,-7.388989,57.432136,91,3,1,2,27/01/2012,6,22:15:00,941,S12000013,4,892,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,
201291NH00956,119490,941280,-6.785847,58.27048,91,3,1,1,24/02/2012,6,19:08:00,941,S12000013,3,858,6,60,0,-1,-1,0,0,0,6,2,2,0,2,2,1,
201291NH01116,80951,855660,-7.325327,57.478585,91,3,1,1,04/03/2012,1,08:05:00,941,S12000013,3,865,6,60,0,-1,-1,0,0,0,1,1,3,0,0,2,1,
201291NH01533,143000,932760,-6.376859,58.208542,91,2,2,2,26/03/2012,2,06:45:00,941,S12000013,3,866,1,30,1,4,6,0,0,8,1,1,1,0,0,2,1,
201291NH01816,112330,895490,-6.851442,57.85607,91,2,1,7,09/04/2012,2,16:24:00,941,S12000013,3,859,6,60,0,-1,-1,0,0,0,1,5,5,0,0,2,1,
201291NH02041,143030,932490,-6.376052,58.206141,91,3,2,1,19/04/2012,5,15:00:00,941,S12000013,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,2,2,
201291NH02403,103150,931350,-7.050651,58.170925,91,2,1,1,09/05/2012,4,17:33:00,941,S12000013,4,8011,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NH02428,123390,932200,-6.708789,58.191672,91,3,1,2,11/05/2012,6,08:20:00,941,S12000013,3,858,9,60,0,-1,-1,0,0,0,1,2,2,6,0,2,1,
201291NH02540,130960,919270,-6.565577,58.080586,91,3,1,1,18/05/2012,6,10:18:00,941,S12000013,4,8060,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201291NH02581,109540,897100,-6.900245,57.868675,91,3,1,2,20/05/2012,1,18:05:00,941,S12000013,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NH02736,65510,801820,-7.509162,56.986087,91,3,1,1,27/05/2012,1,21:00:00,941,S12000013,3,888,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NH03350,79280,855930,-7.353425,57.479822,91,3,1,1,27/06/2012,4,23:30:00,941,S12000013,4,892,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,
201291NH03391,124110,945940,-6.712912,58.315113,91,3,1,2,28/06/2012,5,23:15:00,941,S12000013,3,858,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,
201291NH03414,85520,866300,-7.263188,57.576948,91,2,1,1,29/06/2012,6,11:38:00,941,S12000013,3,867,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NH03580,144920,936770,-6.34868,58.245569,91,3,1,1,07/07/2012,7,23:42:00,941,S12000013,4,895,6,40,0,-1,-1,0,0,0,4,2,2,0,0,2,1,
201291NH03703,67530,798390,-7.471562,56.956871,91,3,1,1,13/07/2012,6,08:40:00,941,S12000013,3,888,6,60,8,4,6,0,0,0,1,1,1,0,2,2,1,
201291NH04041,142650,932580,-6.382599,58.206726,91,3,2,1,28/07/2012,7,21:30:00,941,S12000013,3,866,6,30,9,3,6,0,0,0,5,2,2,0,0,2,1,
201291NH04141,136660,951560,-6.505795,58.373137,91,2,2,2,02/08/2012,5,07:40:00,941,S12000013,3,857,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NH04329,124040,945930,-6.714091,58.31498,91,3,1,1,12/08/2012,1,18:20:00,941,S12000013,3,858,3,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NH04470,83800,859920,-7.283536,57.518683,91,3,1,1,20/08/2012,2,13:30:00,941,S12000013,3,865,6,60,9,4,6,0,0,0,1,2,2,0,0,2,1,
201291NH04478,142340,935710,-6.391325,58.234575,91,1,2,3,20/08/2012,2,15:20:00,941,S12000013,3,857,6,30,0,-1,-1,0,0,0,1,8,1,0,0,2,1,
201291NH04842,67120,803360,-7.484821,57.001019,91,3,2,1,11/09/2012,3,09:00:00,941,S12000013,3,888,6,60,0,-1,-1,0,0,0,1,5,2,6,0,2,1,
201291NH05162,142040,934070,-6.394599,58.219713,91,3,2,1,29/09/2012,7,12:00:00,941,S12000013,3,858,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,
201291NH05216,142030,933230,-6.393838,58.212185,91,3,1,1,01/10/2012,2,14:40:00,941,S12000013,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,2,2,
201291NH05230,129500,947770,-6.62336,58.334848,91,3,1,1,02/10/2012,3,14:09:00,941,S12000013,3,858,6,60,0,-1,-1,0,0,0,1,5,2,0,0,2,1,
201291NH05683,134510,923550,-6.510417,58.121049,91,3,1,1,30/10/2012,3,11:22:00,941,S12000013,3,859,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201291NJ01139,290620,905800,-3.853696,58.027922,91,3,1,1,25/01/2012,4,20:45:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,
201291NJ01197,279390,881770,-4.031493,57.809309,91,3,1,1,27/01/2012,6,08:15:00,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,8,4,0,0,2,1,
201291NJ01198,285020,876460,-3.934252,57.763122,91,3,1,1,27/01/2012,6,09:40:00,927,S12000017,4,9166,6,60,0,-1,-1,0,0,0,1,8,4,0,0,2,1,
201291NJ01206,306560,964590,-3.607686,58.559386,91,3,1,1,27/01/2012,6,10:00:00,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,8,4,0,0,2,1,
201291NJ01333,311260,967970,-3.528261,58.590716,91,3,1,1,30/01/2012,2,10:02:00,927,S12000017,6,0,6,30,3,4,6,0,0,0,1,8,1,0,0,2,1,
201291NJ01365,314920,968190,-3.465405,58.593424,91,2,2,4,30/01/2012,2,16:45:00,927,S12000017,3,836,6,60,0,-1,-1,0,0,0,6,8,2,0,0,2,1,
201291NJ01908,325670,961530,-3.278337,58.535599,91,1,1,2,12/02/2012,1,19:17:00,927,S12000017,4,876,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,
201291NJ02101,336540,950990,-3.088749,58.442676,91,2,1,1,17/02/2012,6,12:00:00,927,S12000017,6,0,6,30,3,4,5,0,0,0,1,1,1,0,0,2,1,
201291NJ02116,288770,941820,-3.902203,58.350806,91,3,1,2,17/02/2012,6,14:14:00,927,S12000017,3,897,6,60,0,-1,-1,0,0,0,1,5,2,0,0,2,1,
201291NJ02141,302670,915410,-3.653752,58.117009,91,3,2,1,17/02/2012,6,17:30:00,927,S12000017,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,2,2,
201291NJ02436,290570,904290,-3.85384,58.014354,91,3,1,1,23/02/2012,5,18:45:00,927,S12000017,3,9,6,30,0,-1,-1,0,0,0,4,4,1,0,0,2,2,
201291NJ02495,333550,954610,-3.141009,58.474737,91,3,2,2,25/02/2012,7,14:00:00,927,S12000017,3,99,6,60,0,-1,-1,0,0,0,1,8,2,0,0,2,1,
201291NJ02717,277090,882760,-4.070682,57.81757,91,2,3,1,29/02/2012,4,18:00:00,927,S12000017,3,9,6,60,3,4,4,9174,0,0,4,1,1,0,0,2,1,
201291NJ02729,337690,951220,-3.069116,58.444907,91,3,2,1,29/02/2012,4,21:55:00,927,S12000017,6,0,6,30,0,-1,-1,0,0,0,4,8,1,0,0,2,1,
201291NJ03020,223740,932580,-5.004863,58.246617,91,3,1,1,07/03/2012,4,07:30:00,927,S12000017,3,894,6,60,0,-1,-1,0,0,0,1,5,2,6,0,2,1,
201291NJ03306,278840,898710,-4.049377,57.961221,91,3,1,1,30/06/2012,7,21:45:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ03362,220710,925740,-5.051134,58.184047,91,3,1,1,14/03/2012,4,09:00:00,927,S12000017,3,837,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ03508,315010,927430,-3.448756,58.227479,91,3,1,1,17/03/2012,7,09:45:00,927,S12000017,3,9,3,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201291NJ04383,237200,933260,-4.776325,58.257901,91,3,1,1,03/04/2012,3,02:09:00,927,S12000017,3,838,6,60,0,-1,-1,0,0,0,6,5,3,0,0,2,1,
201291NJ04607,316030,965130,-3.445183,58.566167,91,3,2,2,07/04/2012,7,14:04:00,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201291NJ04649,303760,968700,-3.657532,58.595672,91,3,1,3,08/04/2012,1,13:00:00,927,S12000017,3,836,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,2,
201291NJ04857,327150,953490,-3.250355,58.463657,91,3,1,1,13/04/2012,6,08:55:00,927,S12000017,3,882,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
201291NJ05351,278640,898700,-4.05275,57.961077,91,3,1,1,23/04/2012,2,12:00:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,2,2,6,0,2,1,
201291NJ05545,283200,881330,-3.9672,57.80637,91,3,2,2,27/04/2012,6,09:45:00,927,S12000017,6,0,6,60,9,3,4,9165,0,0,1,1,1,0,0,2,1,
201291NJ05563,314550,927020,-3.456434,58.223708,91,3,1,2,27/04/2012,6,12:30:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201291NJ05643,332860,943780,-3.149663,58.377382,91,1,2,3,28/04/2012,7,15:00:00,927,S12000017,3,99,6,60,8,4,6,0,0,0,1,1,1,0,0,2,1,
201291NJ06379,312950,964690,-3.497941,58.56161,91,3,2,1,12/05/2012,7,11:20:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ06541,284760,874760,-3.937803,57.747794,91,3,2,2,16/05/2012,4,07:30:00,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ06604,311020,968160,-3.532462,58.592373,91,3,2,1,16/05/2012,4,18:50:00,927,S12000017,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,2,1,
201291NJ06711,224260,950090,-5.009344,58.403876,91,3,1,1,18/05/2012,6,22:58:00,927,S12000017,3,838,6,60,0,-1,-1,0,0,0,6,1,1,0,7,2,1,
201291NJ06739,327090,936030,-3.245843,58.306869,91,3,2,1,19/05/2012,7,17:50:00,927,S12000017,3,99,6,60,3,4,6,0,0,0,1,8,1,0,0,2,1,
201291NJ07091,334700,953550,-3.120993,58.465392,91,3,2,1,26/05/2012,7,09:20:00,927,S12000017,3,99,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ07102,305580,917980,-3.605417,58.140714,91,3,1,1,26/05/2012,7,15:05:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ07205,296330,911130,-3.759418,58.077144,91,3,1,1,28/05/2012,2,09:00:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ07519,243370,901430,-4.650006,57.974558,91,3,2,1,03/06/2012,1,14:15:00,927,S12000017,3,837,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ07601,242770,956110,-4.697115,58.464927,91,3,1,2,05/06/2012,3,15:50:00,927,S12000017,3,836,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ07638,336230,950210,-3.093841,58.435626,91,3,2,1,06/06/2012,4,15:00:00,927,S12000017,3,9,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ07776,276770,896450,-4.083159,57.940367,91,3,1,1,09/06/2012,7,11:30:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201291NJ07831,290410,920890,-3.864305,58.163335,91,3,1,1,10/06/2012,1,12:50:00,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,5,2,2,1,
201291NJ07834,334590,961150,-3.125059,58.53362,91,3,1,1,10/06/2012,1,16:50:00,927,S12000017,3,99,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ07838,335140,952960,-3.113285,58.46016,91,3,2,3,10/06/2012,1,16:00:00,927,S12000017,3,99,6,60,9,4,6,0,0,0,1,1,1,0,0,2,1,
201291NJ08194,309050,968730,-3.566568,58.597082,91,3,1,1,18/06/2012,2,18:55:00,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ08210,280440,898900,-4.022451,57.963359,91,3,3,3,19/06/2012,3,11:00:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ08522,257760,896760,-4.404146,57.937484,91,3,1,1,25/06/2012,2,10:30:00,927,S12000017,3,836,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ08554,210260,923530,-5.226762,58.15986,91,2,1,1,26/06/2012,3,06:50:00,927,S12000017,3,837,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ08744,257780,911970,-4.41298,58.073985,91,3,2,1,24/06/2012,1,10:40:00,927,S12000017,3,836,9,60,0,-1,-1,0,0,0,1,1,2,0,0,2,2,
201291NJ08899,265240,886770,-4.272256,57.850149,91,3,1,1,03/07/2012,3,07:00:00,927,S12000017,3,863,6,60,0,-1,-1,0,0,0,1,1,2,4,0,2,1,
201291NJ09235,315890,929560,-3.43455,58.246773,91,3,1,1,10/07/2012,3,14:15:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,2,2,6,0,2,1,
201291NJ09769,336940,950170,-3.081672,58.43537,91,3,1,1,21/07/2012,7,13:15:00,927,S12000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,2,2,
201291NJ10126,315280,928190,-3.444438,58.234355,91,3,2,1,28/07/2012,7,13:25:00,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201291NJ10179,335140,947330,-3.11169,58.409604,91,3,1,1,29/07/2012,1,16:30:00,927,S12000017,3,99,6,60,0,-1,-1,0,0,0,1,2,1,0,0,2,1,
201291NJ10361,335140,954720,-3.113784,58.475964,91,3,1,1,02/08/2012,5,13:00:00,927,S12000017,6,0,9,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,
201291NJ10541,336290,950940,-3.093017,58.44219,91,3,2,1,06/08/2012,2,21:30:00,927,S12000017,3,99,6,30,3,4,6,0,0,5,1,8,1,0,2,2,1,
201291NJ10670,209390,922830,-5.240952,58.153208,91,3,2,1,07/08/2012,3,14:40:00,927,S12000017,3,837,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,
201291NJ10836,311560,968300,-3.523231,58.59374,91,3,2,2,13/08/2012,2,16:45:00,927,S12000017,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,2,1,
201291NJ10986,289410,903070,-3.87289,58.003114,91,3,2,1,16/08/2012,5,14:50:00,927,S12000017,3,9,6,60,9,4,6,0,0,0,1,1,1,0,0,2,1,
201291NJ11005,324780,935470,-3.285068,58.301451,91,3,2,1,16/08/2012,5,21:45:00,927,S12000017,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,2,1,
